"","Taxa","Yield","Protein","Oil","Seedsize","Height","Maturity"
"333","DS11-04097",5144.116113,40.0969897,20.49905689,17.78544963,103.6181794,1012.532448
"334","DS11-04098",5083.216113,39.23032304,21.09905689,17.06878296,111.173735,1011.782448
"335","DS11-04099",5213.016113,40.43032304,21.24905689,17.16878296,101.7292905,1004.051878
"336","DS11-04100",5291.016113,41.63032304,20.03239023,19.01878296,99.72929051,1016.032448
"337","DS11-04101",5433.216113,40.0469897,20.88239023,18.8021163,105.0626238,1005.829656
"338","DS11-04104",4900.216113,40.98032304,20.28239023,17.2021163,106.3959572,1013.407448
"339","DS11-04112",5775.62715,42.99514251,21.80036524,18.02446995,113.5600796,1036.580764
"340","DS11-04114",5832.770007,43.52014251,20.95036524,18.67446995,104.7267462,1042.24743
"341","DS11-04115",5552.912864,41.29514251,22.20036524,18.44946995,97.22674624,1039.414097
"342","DS11-04116",5704.198578,42.47014251,22.30036524,20.19946995,104.7267462,1040.414097
"343","DS11-04119",5471.198578,40.72014251,23.25036524,18.57446995,106.3934129,1036.580764
"344","DS11-04120",5970.912864,43.14514251,22.47536524,19.72446995,105.7267462,1043.414097
"345","DS11-04121",5585.912864,44.47014251,21.67536524,21.82446995,105.7267462,1039.580764
"346","DS11-04122",5583.341435,41.89514251,22.57536524,19.84946995,102.2267462,1038.24743
"347","DS11-04124",5565.198578,42.22014251,21.92536524,17.32446995,108.2267462,1039.914097
"348","DS11-04127",5429.770007,41.94514251,22.87536524,18.84946995,103.5600796,1037.580764
"349","DS11-04129",6351.484293,41.47014251,22.42536524,19.22446995,100.7267462,1039.74743
"350","DS11-04130",5761.055721,41.74514251,22.87536524,20.02446995,98.56007958,1037.580764
"351","DS11-04132",5946.055721,41.84514251,23.07536524,19.47446995,99.06007958,1038.914097
"352","DS11-04133",5854.62715,42.92014251,21.85036524,18.29946995,108.2267462,1036.74743
"353","DS11-04135",5746.912864,41.82014251,22.80036524,18.49946995,100.7267462,1036.914097
"354","DS11-04137",5739.198578,42.19514251,22.40036524,19.44946995,104.5600796,1034.080764
"355","DS11-04138",5437.341435,42.89514251,22.05036524,19.54946995,110.3934129,1039.74743
"356","DS11-04140",5507.055721,41.99514251,22.95036524,18.84946995,99.72674624,1041.914097
"357","DS11-04142",5632.341435,43.19514251,22.37536524,20.14946995,99.39341291,1035.080764
"358","DS11-04143",5677.341435,42.77014251,22.25036524,20.29946995,106.3934129,1040.080764
"359","DS11-04145",5868.198578,43.34514251,22.35036524,19.97446995,116.7267462,1040.74743
"360","DS11-04146",5518.770007,42.02014251,22.92536524,19.99946995,109.3934129,1038.24743
"361","DS11-04147",5537.341435,42.29514251,22.60036524,19.04946995,110.7267462,1040.914097
"362","DS11-04148",5781.341435,42.59514251,22.50036524,18.99946995,101.8934129,1039.74743
"363","DS11-04149",5861.198578,41.27014251,23.05036524,19.39946995,109.2267462,1038.914097
"365","DS11-04152",5492.198578,46.28442178,22.95090757,20.81574573,112.7267462,1041.080764
"366","DS11-04153",5603.341435,43.27014251,21.75036524,16.87446995,95.06007958,1036.24743
"367","DS11-04155",5782.62715,42.37014251,22.42536524,18.77446995,106.3934129,1038.914097
"368","DS11-04156",5516.484293,42.47014251,22.42536524,17.49946995,104.0600796,1040.080764
"369","DS11-04157",5478.198578,42.62014251,22.40036524,18.59946995,106.0600796,1036.24743
"370","DS11-04158",5468.198578,41.89514251,22.30036524,17.57446995,106.0600796,1036.914097
"371","DS11-04160",5613.484293,41.92014251,22.15036524,20.54907906,100.7267462,1039.24743
"372","DS11-04162",5702.62715,42.77014251,22.30036524,19.39946995,97.06007958,1038.414097
"373","DS11-04163",5621.341435,42.27014251,22.15036524,19.37446995,92.72674624,1039.580764
"374","DS11-04164",5646.796891,42.77014251,22.17536524,18.94946995,98.93954543,1025.55314
"375","DS11-04165",5828.796891,42.14514251,22.65036524,20.49946995,106.3681169,1024.124569
"376","DS11-04167",5423.921891,42.72014251,21.85036524,18.64946995,111.510974,1026.981712
"377","DS11-04168",5998.296891,41.29514251,22.60036524,19.99946995,102.7966883,1040.944111
"378","DS11-04169",5207.421891,43.64514251,20.95036524,19.59946995,116.510974,1029.267426
"379","DS11-04170",5628.046891,43.14514251,22.15036524,20.44946995,101.3681169,1023.410283
"380","DS11-04171",5595.046891,42.94514251,21.20036524,18.74946995,104.9395454,1023.981712
"381","DS11-04172",5662.421891,43.59514251,21.57536524,18.22446995,101.3681169,1023.838855
"382","DS11-04173",5568.921891,41.64514251,22.67536524,19.84946995,95.08240258,1022.838855
"383","DS11-04174",5943.046891,42.22014251,22.32536524,21.24946995,102.0824026,1020.124569
"384","DS11-04175",5733.546891,41.84514251,22.65036524,20.34946995,98.36811686,1025.410283
"385","DS11-04177",5841.796891,41.89514251,22.20036524,18.79946995,100.7966883,1025.55314
"386","DS11-04178",5017.546891,42.34514251,22.22536524,18.29946995,110.510974,1025.410283
"387","DS11-04179",5620.171891,42.27014251,22.17536524,18.44946995,109.510974,1021.267426
"388","DS11-04181",5743.171891,43.39514251,21.95036524,19.02446995,105.6538311,1025.55314
"389","DS11-04184",5858.671891,42.17014251,22.25036524,19.94946995,104.7966883,1025.410283
"390","DS11-04185",5486.171891,43.52014251,21.65036524,18.27446995,102.6538311,1025.838855
"391","DS11-04187",5506.671891,41.44514251,23.00036524,19.84946995,100.2252597,1023.55314
"392","DS11-04191",4996.796891,42.69514251,22.15036524,18.39946995,98.510974,1020.838855
"393","DS11-04192",5809.796891,43.24514251,21.82536524,18.99946995,98.36811686,1024.981712
"394","DS11-04194",5299.796891,41.69514251,22.12536524,20.02446995,106.0824026,1020.267426
"395","DS11-04195",5906.671891,42.42014251,22.15036524,20.82446995,93.65383115,1025.55314
"396","DS11-04201",5331.171891,42.24514251,22.42536524,17.92446995,106.7966883,1023.838855
"397","DS11-04204",5740.171891,40.97014251,22.65036524,19.87446995,99.08240258,1024.838855
"399","DS11-04206",5912.171891,42.12014251,22.17536524,20.29946995,105.3681169,1026.838855
"400","DS11-04207",5557.546891,41.92014251,22.27536524,18.69946995,100.510974,1025.267426
"401","DS11-04208",5458.421891,41.92014251,22.50036524,19.04946995,98.79668829,1023.695997
"402","DS11-04211",5537.296891,43.39514251,21.30036524,19.02446995,101.2252597,1042.277444
"403","DS11-04212",5656.921891,41.77014251,22.37536524,18.79946995,100.9395454,1026.695997
"405","DS11-04214",5411.546891,43.07014251,22.12536524,18.02446995,99.08240258,1024.838855
"406","DS11-04222",5427.046891,43.19514251,21.70036524,18.52446995,104.6538311,1025.695997
"407","DS11-04223",5515.421891,42.42014251,22.42536524,18.74946995,100.3681169,1024.124569
"408","DS11-04225",5462.921891,42.17014251,22.80036524,18.59946995,104.9395454,1025.124569
"5490","CL0J095-4-6",5142.307175,41.32742912,22.25379858,18.53017788,107.8342922,1016.189712
"409","DS11-05001",5156.416113,38.78834214,22.26942843,16.19008997,104.3959572,1003.718545
"410","DS11-05002",5194.716113,40.22834214,22.38942843,17.01008997,99.44644547,999.4963225
"411","DS11-05004",5225.316113,39.66834214,21.86942843,17.87008997,111.2848461,1004.940767
"413","DS11-05006",5463.116113,42.22834214,22.32942843,19.01008997,95.84040162,1010.657448
"414","DS11-05007",5570.216113,42.18834214,21.26942843,20.39008997,115.2848461,1003.829656
"415","DS11-05008",5168.216113,38.70834214,22.50942843,15.49008997,91.06262384,1008.532448
"416","DS11-05009",5160.016113,41.88834214,21.20942843,14.57008997,92.95151273,1000.2741
"417","DS11-05010",5658.884471,39.98834214,21.86942843,20.61008997,110.173735,1001.607434
"418","DS11-05011",5380.773359,40.38834214,22.06942843,17.69008997,95.50706828,998.4963225
"419","DS11-05012",5012.516113,41.38834214,22.12942843,16.39008997,99.28484606,999.4963225
"420","DS11-05013",5071.662248,42.52834214,21.28942843,18.81008997,105.6181794,1014.032448
"421","DS11-05015",5192.816113,40.78834214,21.46942843,16.51008997,94.06262384,1008.157448
"422","DS11-05016",5401.116113,40.20834214,22.24942843,18.37008997,100.173735,1000.385211
"423","DS11-05017",5491.216113,40.72834214,21.62942843,17.73008997,103.2848461,1004.051878
"424","DS11-05018",5682.416113,41.70834214,20.94942843,19.17008997,100.8404016,1011.907448
"425","DS11-05021",5650.616113,42.16834214,20.66942843,19.33008997,104.7292905,1005.718545
"426","DS11-05023",5549.316113,40.02834214,21.84942843,16.57008997,100.6181794,1003.607434
"427","DS11-05025",5418.916113,41.96834214,21.06942843,18.23008997,108.2848461,1004.718545
"428","DS11-05027",5092.216113,40.26834214,21.94942843,16.73008997,103.173735,998.3852114
"429","DS11-05028",5488.616113,39.78834214,21.44942843,15.41008997,97.72929051,1001.829656
"430","DS11-05029",5285.716113,40.32834214,22.28942843,17.99008997,102.5070683,1002.385211
"431","DS11-05030",5168.516113,39.86834214,22.10942843,18.07008997,94.72929051,999.6074336
"432","DS11-05035",5331.116113,41.32834214,21.58942843,19.75008997,99.06262384,1002.940767
"433","DS11-05036",5325.773359,40.56834214,22.06942843,16.79008997,93.95151273,999.6074336
"434","DS11-05037",5422.716113,40.34834214,22.12942843,16.31008997,96.84040162,1002.607434
"435","DS11-05039",5061.116113,41.06834214,22.34942843,17.17008997,96.50706828,998.3852114
"436","DS11-05040",5233.816113,41.90834214,21.68942843,18.43008997,105.6181794,1004.496322
"437","DS11-05041",5273.716113,40.12834214,21.94942843,16.11008997,106.9515127,1001.607434
"438","DS11-05042",5224.916113,39.60834214,21.98942843,15.35008997,102.9515127,1008.157448
"439","DS11-05043",5265.316113,41.56834214,21.54942843,16.69008997,102.8404016,1003.385211
"440","DS11-05044",5353.816113,40.62834214,21.68942843,17.11008997,96.28484606,1000.718545
"441","DS11-05046",5233.916113,39.42834214,22.36942843,17.21008997,96.06262384,998.9407669
"442","DS11-05047",5423.773359,39.60834214,22.60942843,16.25008997,102.8404016,1002.162989
"443","DS11-05048",5139.716113,40.24834214,21.90942843,17.23008997,100.2848461,1011.657448
"444","DS11-05049",5401.773359,39.74834214,22.00942843,15.89008997,98.17373495,1000.496322
"445","DS11-05052",5202.216113,42.48834214,21.08942843,18.73008997,101.9515127,1003.051878
"446","DS11-05053",5051.616113,40.52834214,21.48942843,15.51008997,101.5070683,999.7185447
"447","DS11-05055",5277.016113,40.92834214,21.54942843,17.39008997,101.0626238,999.7185447
"448","DS11-05056",5285.816113,40.22834214,22.32942843,18.77008997,107.7292905,999.7185447
"449","DS11-05058",5443.616113,41.36834214,21.34942843,20.11008997,111.173735,1003.162989
"450","DS11-05059",5346.216113,41.22834214,21.54942843,20.25008997,107.0626238,1000.051878
"451","DS11-05061",5136.516113,42.80834214,21.36942843,19.67008997,95.72929051,1001.496322
"452","DS11-05063",5582.116113,40.70834214,21.18942843,18.67008997,102.7292905,999.8296558
"453","DS11-05064",5425.416113,40.48834214,21.66942843,19.29008997,109.3959572,1000.2741
"454","DS11-05066",5192.616113,41.24834214,21.68942843,18.53008997,106.6181794,1000.496322
"455","DS11-05067",5257.116113,40.60834214,22.00942843,17.93008997,102.0626238,998.1629891
"456","DS11-05068",5184.716113,41.12834214,21.46942843,16.61008997,92.17373495,993.9407669
"457","DS11-05069",5107.316113,39.48834214,22.18942843,16.99008997,107.2848461,995.2741002
"458","DS11-05071",5368.516113,40.26834214,22.24942843,19.29008997,102.8404016,997.9407669
"459","DS11-05072",5418.616113,40.16834214,21.52942843,17.61008997,98.06262384,999.9407669
"460","DS11-05074",4931.116113,41.00834214,21.38942843,16.51008997,100.9515127,999.051878
"461","DS11-05075",4976.216113,40.70834214,21.54942843,16.49008997,100.6181794,998.7185447
"462","DS11-05076",5285.816113,40.48834214,22.20942843,17.51008997,108.6181794,998.9407669
"463","DS11-05078",5305.516113,40.80834214,21.48942843,18.13008997,94.50706828,998.6074336
"464","DS11-05079",5282.016113,40.10834214,21.64942843,16.09008997,100.2848461,1001.496322
"465","DS11-05080",5120.116113,39.26834214,21.96942843,17.05008997,103.3959572,998.9407669
"466","DS11-05081",5054.916113,40.30834214,21.74942843,16.27008997,109.173735,998.1629891
"467","DS11-05083",5022.016113,43.22834214,20.74942843,17.59008997,105.173735,1002.940767
"468","DS11-05084",5285.916113,40.32834214,22.08942843,17.45008997,103.9515127,997.8296558
"469","DS11-05085",5123.016113,40.44834214,22.10942843,18.19008997,108.0626238,998.8296558
"470","DS11-05086",4967.216113,40.72834214,22.18942843,18.47008997,96.84040162,999.051878
"471","DS11-05089",5172.516113,40.08834214,22.22942843,18.33008997,102.173735,999.051878
"472","DS11-05090",5023.916113,40.24834214,22.40942843,17.07008997,102.2848461,995.9407669
"473","DS11-05091",5124.516113,40.60834214,21.84942843,18.13008997,106.173735,996.6074336
"474","DS11-05093",5221.616113,40.92834214,21.38942843,16.97008997,105.5070683,1000.718545
"475","DS11-05094",4960.916113,40.76834214,21.78942843,16.63008997,105.7292905,1002.940767
"476","DS11-05095",5255.816113,40.20834214,21.60942843,19.01008997,107.2848461,1002.162989
"477","DS11-05096",4983.616113,41.60834214,20.82942843,15.21008997,101.7292905,1000.051878
"478","DS11-05098",5161.716113,40.58834214,22.06942843,18.43008997,102.2848461,1000.385211
"479","DS11-05108",5619.296891,43.82014251,22.12536524,18.39946995,109.2252597,1023.695997
"480","DS11-05110",5987.296891,41.29514251,23.10036524,19.99946995,107.0824026,1023.838855
"481","DS11-05111",5373.046891,43.49514251,20.65036524,17.57446995,99.79668829,1022.55314
"482","DS11-05113",6028.296891,42.12014251,21.87536524,17.67446995,110.3681169,1039.277444
"483","DS11-05114",5662.296891,42.12014251,22.40036524,17.34946995,109.0824026,1021.981712
"484","DS11-05117",5746.046891,43.34514251,22.12536524,21.94946995,102.0824026,1037.944111
"485","DS11-05118",5734.921891,43.09514251,22.10036524,17.64946995,95.65383115,1035.777444
"486","DS11-05119",5358.796891,42.62014251,22.00036524,16.47446995,101.2252597,1035.277444
"487","DS11-05121",5655.171891,42.47014251,21.85036524,19.57446995,92.36811686,1022.267426
"488","DS11-05122",5499.421891,41.14514251,22.47536524,20.09946995,97.93954543,1023.267426
"489","DS11-05123",5433.421891,42.84514251,21.25036524,16.14946995,100.3681169,1037.944111
"490","DS11-05124",5652.171891,41.97014251,22.30036524,20.04946995,117.3681169,1022.981712
"491","DS11-05125",5534.546891,42.27014251,22.07536524,16.62446995,101.510974,1019.695997
"492","DS11-05126",5716.546891,41.77014251,22.85036524,16.47446995,101.2252597,1021.267426
"493","DS11-05127",5649.921891,42.77014251,21.97536524,15.84946995,100.9395454,1022.55314
"494","DS11-05128",5602.921891,40.72014251,23.82536524,17.62446995,101.9395454,1033.444111
"495","DS11-05129",5663.296891,43.12014251,22.37536524,17.97446995,112.510974,1040.277444
"496","DS11-05130",5391.171891,42.39514251,22.10036524,16.09946995,106.3681169,1038.277444
"497","DS11-05133",5313.921891,40.67014251,23.50036524,18.12446995,106.6538311,1022.695997
"498","DS11-05134",5678.046891,42.29514251,22.02536524,20.64946995,102.7966883,1036.444111
"499","DS11-05135",4979.171891,43.64514251,21.62536524,16.24946995,105.510974,1033.944111
"500","DS11-05136",5207.296891,41.59514251,22.35036524,19.59946995,105.9395454,1021.695997
"501","DS11-05137",5793.171891,43.32014251,21.72536524,19.34946995,109.0824026,1040.444111
"502","DS11-05138",5241.046891,42.29514251,22.45036524,18.79946995,98.08240258,1019.55314
"503","DS11-05139",5651.796891,43.67014251,21.97536524,19.74946995,108.2252597,1038.777444
"504","DS11-05140",5679.421891,42.52014251,22.40036524,17.82446995,107.510974,1023.981712
"505","DS11-05141",5531.671891,42.72014251,22.02536524,18.62446995,106.510974,1037.944111
"506","DS11-05142",5218.296891,43.04514251,21.67536524,15.72446995,95.22525972,1037.110777
"507","DS11-05143",5725.046891,43.37014251,21.62536524,19.14946995,106.510974,1038.110777
"508","DS11-05145",5398.421891,43.22014251,21.75036524,17.39946995,108.510974,1022.55314
"509","DS11-05146",5438.421891,43.47014251,22.12536524,16.82446995,92.510974,1016.981712
"510","DS11-05147",5546.671891,42.74514251,22.40036524,18.07446995,103.510974,1037.610777
"511","DS11-05148",5756.421891,42.32014251,22.62536524,18.87446995,98.510974,1021.695997
"512","DS11-05149",5265.296891,41.99514251,22.30036524,16.82446995,106.7966883,1040.110777
"513","DS11-05150",5538.421891,42.99514251,22.12536524,18.57446995,92.93954543,1019.410283
"514","DS11-05151",5472.470382,40.82014251,22.40036524,19.54946995,100.4328179,1020.020992
"515","DS11-05152",5329.595382,41.72014251,22.67536524,17.62446995,103.7185322,1023.163849
"516","DS11-05153",5336.970382,41.07014251,23.07536524,20.24946995,105.2899607,1024.306707
"517","DS11-05155",5377.720382,42.14514251,22.47536524,16.57446995,106.8613893,1018.449564
"518","DS11-05156",5617.595382,41.89514251,22.70036524,17.34946995,109.0042464,1021.163849
"519","DS11-05157",5446.970382,43.17014251,22.35036524,18.42446995,111.7185322,1023.020992
"520","DS11-05158",5709.595382,43.12014251,21.67536524,20.57446995,111.4328179,1025.735278
"521","DS11-05160",5307.720382,41.89514251,22.95036524,19.54946995,103.0042464,1019.735278
"522","DS11-05165",4908.845382,41.84514251,22.57536524,16.94946995,109.575675,1020.449564
"523","DS11-05166",5509.720382,40.59514251,23.35036524,17.82446995,100.8613893,1021.878135
"524","DS11-05169",5942.095382,41.22014251,23.60036524,18.34946995,95.43281787,1020.163849
"525","DS11-05170",5305.220382,40.22014251,23.25036524,15.47446995,94.43281787,1018.306707
"526","DS11-05171",5263.970382,42.47014251,22.35036524,18.57446995,97.71853216,1021.592421
"527","DS11-05172",5580.595382,42.87014251,22.27536524,19.64946995,104.1471036,1023.449564
"528","DS11-05173",5363.595382,42.47014251,22.65036524,19.14946995,116.4328179,1018.878135
"529","DS11-05174",5200.595382,42.77014251,22.25036524,18.84946995,110.2899607,1022.592421
"530","DS11-05175",5967.970382,42.42014251,22.35036524,19.67446995,107.2899607,1022.449564
"531","DS11-05177",5361.970382,41.17014251,22.82536524,16.42446995,102.0042464,1019.306707
"532","DS11-05180",5614.720382,42.44514251,22.22536524,18.69946995,89.71853216,1019.163849
"533","DS11-05182",5359.845382,42.29514251,22.32536524,18.49946995,107.7185322,1019.306707
